dates,X1_WLD,X2_SDGs,X3_JBear, X4_Jbull,X5_UBear,X6_UBull, X7_FinS,X8_TchS, X9_tEngS, X10_lifeTFS,X11_EnyS,X12_msfWIDX
2012/07/12,3532.82,6181,12782,717,443683.5,475.01,973.01,158.33,1329.07,4079.99,4317.09,8401
2012/07/13,3585.5,6147,12782,717,421846.5,497.5,985.5,162.6,1349.12,4122.61,4352.35,8369
2012/07/17,3600.06,6180,12708,725,414524.48,502.89,992.33,163.04,1357.63,4136.94,4602.66,8367
2012/07/18,3607.13,6235,12722,724,404295.3,512.27,990.64,158.64,1388.63,4195.06,4582.8,8394
2012/07/19,3619.07,6236,12649,732,400416.05,515.55,1000.45,155.05,1405.19,4167.63,4528.36,8354
2012/07/20,3562.66,6247,12822,712,410110.25,500.77,981.91,154.87,1372.79,4085.4,4513.18,8348
2012/07/23,3507.95,6149,13057,686,422130.15,485.23,978.31,154.29,1366.34,3974.37,4506.64,8269
2012/07/24,3459.91,6062,13119,679,431804.28,471.49,967.21,155.63,1362.07,3892.3,4453.7,8240
2012/07/25,3470.75,5997,13307,660,432114.38,470.58,979.47,158.19,1370.32,4232.12,4490.08,8176
2012/07/26,3548.06,6011,13167,674,411241.65,494.35,991.05,154.79,1375.89,4277.85,4535.2,8196
2012/07/27,3629.28,6124,12979,693,387786.9,523.06,1015.54,156.08,1398.23,4399.36,4605.61,8293
2012/07/30,3609.57,6217,12906,701,387792.35,521.46,1019.47,155.97,1374.4,4382.77,4561.8,8302
2012/07/31,3593.98,6223,12799,713,394947.15,511.75,1046.16,155.52,1375.09,4349.5,4540.13,8283
2012/08/01,3597.26,6182,12874,704,397298.6,511.43,1062.86,156.62,1414.27,4365.97,4547.17,8288
2012/08/03,3652.46,6110,13007,690,382393.8,529.74,1076.75,159.1,1422.84,4441.97,4502.4,8255
2012/08/06,3659.75,6240,12718,720,379316.88,531.32,1079.85,160.35,1414.76,4427.39,4486.86,8360
2012/08/07,3702.53,6217,12616,732,375166.23,541.62,1085.6,159.61,1414.19,4492.56,4569.6,8328
2012/08/08,3690.45,6268,12515,743,372298.95,541.88,1081.41,158.77,1395.09,4493.47,4549.14,8341
2012/08/09,3704.89,6272,12374,760,372767.2,544.42,1077.84,160.43,1403.87,4473.99,4607.54,8336
2012/08/10,3698.73,6276,12512,743,369090.2,545.61,1074,159.15,1408.26,4467.44,4580.16,8328
2012/08/14,3712.91,6261,12427,753,371999.25,547.96,1094.35,162.57,1427.37,4464.78,4537.21,8330
2012/08/15,3728.01,6289,12441,752,371497.5,551.42,1100.47,164.14,1430.69,4547.24,4609.65,8353
2012/08/16,3781.34,6314,12215,778,365559.05,566.49,1098.07,165.18,1447.96,4486.68,4731.84,8350
2012/08/17,3795.01,6351,12094,794,364384.8,570.45,1101.11,166.05,1447.99,4503.89,4742.57,8390
2012/08/20,3783.57,6356,12067,797,363147.95,569.44,1092.82,166.29,1451,4492,4676.25,8418
2012/08/21,3777.69,6333,12119,790,366273.6,562.89,1089.31,168.6,1448.45,4469.81,4631.54,8406
2012/08/22,3741.19,6337,12173,784,362843.15,557.92,1076.55,171.61,1421.51,4444.48,4633.08,8428
2012/08/23,3711.32,6277,12080,796,370621.8,544.65,1066.54,175.13,1421.27,4419.21,4520.45,8406
2012/08/24,3726.6,6241,12238,775,364635.45,555.41,1056.54,178.28,1423.93,4451.94,4511.72,8427
2012/08/27,3728.81,6280,12210,778,365400,555.98,1049.74,169.94,1384.43,4460.4,4487.96,8442
2012/08/28,3718.23,6253,12250,773,365267.78,553.5,1050.46,165.77,1384.13,4418.54,4455.44,8422
2012/08/29,3720.94,6256,12209,778,365168,555.62,1064.81,163.29,1395.35,4499.28,4549.65,8440
2012/08/30,3680.2,6260,12358,759,373051.9,543.26,1030.71,163.39,1380.57,4479.77,4464.83,8434
2012/08/31,3695.3,6205,12563,734,365885.33,547.16,1035.53,165.7,1385.94,4495.67,4539.56,8423
2012/09/04,3692.8,6224,12619,727,368181.9,546.59,1017.89,165.83,1365.29,4494.25,4450.34,8430
2012/09/05,3685.9,6211,12777,709,368041.05,545.59,1003.39,164.35,1368.69,4471.37,4610.12,8438
2012/09/06,3793.17,6210,12747,712,347772.6,581.99,1032.28,168.8,1398.19,4592.02,4814.4,8447
2012/09/07,3800.79,6344,12467,743,340474.5,585.46,1053.51,168.1,1396.34,4612.45,4775.25,8493
2012/09/10,3773.88,6300,12484,742,346936.96,575.36,1018.42,168.89,1386.34,4622.43,4700.71,8494
2012/09/11,3772.62,6271,12584,729,341604.73,576.28,1006.34,169.16,1395.97,4594.65,4691.86,8468
2012/09/12,3792.07,6273,12354,756,338452.88,581.54,1019.84,171.98,1406.75,4618.84,4658.54,8471
2012/09/13,3840.4,6267,12312,761,320808.6,606.75,1038.37,169.97,1425.04,4647.08,4718.37,8459
2012/09/14,3914.8,6325,12092,788,320615.1,621.63,1054.35,176.42,1447.86,4751.22,4765.33,8482
2012/09/18,3903.95,6421,12107,786,325723.65,617.16,1052.25,173.9,1448.71,4727.62,4650.38,8574
2012/09/19,3890,6437,11975,804,323905.35,614.5,1069.89,174.9,1437.49,4682.42,4695.75,8580
2012/09/20,3863.99,6429,12211,772,323563.75,613.48,1054.81,174.3,1434.32,4673.09,4719.26,8569
2012/09/21,3860.03,6424,12116,784,323623.8,612.07,1059.99,175.8,1443.8,4667.53,4690.2,8550
2012/09/24,3790.22,6429,12209,772,324092.25,606.53,1066.68,172.46,1424.84,4630.33,4644.35,8525
2012/09/25,3756.18,6407,12182,776,332984,588.17,1044.08,172.26,1416.74,4590.98,4477.39,8491
2012/09/26,3725,6392,12303,760,338990,576.91,1047.29,168.54,1409.61,4565.48,4434.86,8471
2012/09/27,3764.86,6353,12248,767,328484.33,592.16,1074.9,171.66,1431.9,4613.14,4474.22,8471
2012/09/28,3742.5,6375,12357,753,334666.4,585.96,1071.4,173.13,1427.49,4584.03,4488.97,8481
2012/10/01,3765.06,6365,12495,736,332475,590.46,1081.86,172.36,1421.94,4619.94,4524.78,8488
2012/10/02,3787.63,6406,12495,736,331984.6,594.02,1088.77,171.81,1431.11,4667.72,4358.2,8526
2012/10/03,3799.4,6442,12538,731,329503.75,603.67,1095.08,170.28,1432.63,4690.38,4308.87,8559
2012/10/04,3832.18,6475,12410,746,321768,617.64,1105.78,168.14,1447.17,4732.34,4324.25,8586
2012/10/05,3843.03,6527,12370,751,323137.03,617.56,1113.18,169.21,1438.87,4791,4333.14,8616
2012/10/09,3762.26,6495,12509,734,333540.63,590.79,1089.24,165.64,1411.63,4607.36,4260.71,8557
2012/10/10,3739.83,6447,12764,704,340126.5,579.39,1107.95,164.2,1401.95,4567.08,4257.45,8526
2012/10/11,3764.54,6394,12824,697,339756.38,580.43,1148.32,164.62,1420.12,4634.79,4334.78,8505
2012/10/12,3754.14,6445,12815,699,343763.3,574.97,1168.76,162.56,1422.12,4615.41,4247.53,8586
2012/10/15,3797.53,6430,12771,704,336382.6,591.37,1182.75,162.62,1424.17,4673.58,4240.27,8576
2012/10/16,3858.51,6502,12592,724,326604.6,611.4,1174.67,160.69,1438.95,4754.7,4298.72,8634
2012/10/17,3883.85,6560,12449,740,322667.25,619.68,1188.84,165.77,1467.49,4778.24,4340.91,8652
2012/10/18,3892.65,6620,12208,769,326435.4,618.38,1189.99,170.68,1426.25,4677.52,4335.82,8685
2012/10/19,3834.33,6622,12194,770,343257.3,586.97,1177.9,168.62,1431.73,4603.73,4280.9,8699
2012/10/22,3880.29,6550,12153,775,345540.65,592.36,1199.1,169.81,1435.72,4672.49,4335.15,8687
2012/10/24,3802.15,6475,12219,767,362337.4,561.86,1193.16,163.38,1427.8,4817.33,4246.69,8719
2012/10/25,3849.58,6488,12083,784,361370.08,570.13,1207.71,165.51,1442.99,4954.51,4275.98,8727
2012/10/26,3806.47,6522,12270,760,359420.63,563.92,1186.79,160.7,1424.14,4861.84,4203.93,8742
2012/10/31,3808.22,6452,12280,758,360560.4,562.38,1186.98,163.11,1379.22,4870.76,4175.16,8712
2012/11/01,3882.78,6439,12238,763,349811.1,585.82,1218.93,161.81,1377.61,5003.14,4257.84,8747
2012/11/02,3857.73,6489,12087,782,360505.6,571.34,1223.14,161.34,1372.01,4948.91,4199.73,8782
2012/11/05,3854.72,6464,12141,775,356889.05,574.07,1230.85,161.59,1391.43,4972.36,4218.44,8767
2012/11/06,3890.23,6483,12195,768,349766.9,588.24,1242.37,162.04,1372.55,4967.86,4310.51,8732
2012/11/07,3800.8,6501,12222,764,371800,544.8,1216,160.72,1339.2,4868,4178.4,8727
2012/11/08,3737.47,6398,12386,744,382648.05,521.32,1176.16,156.57,1326.35,4749.13,4095.09,8720
2012/11/09,3740.48,6310,12498,730,381997.5,522.32,1173.42,155.68,1307.78,4824.86,4099.82,8667
2012/11/12,3743.66,6296,12598,719,380606.25,524.7,1173.42,155.68,1316.52,4820.09,4064.84,8666
2012/11/13,3715.45,6308,12629,715,383652.18,519.21,1163.86,157.23,1302.79,4857.87,4029.04,8672
2012/11/14,3711.56,6290,12630,715,403858.13,505.58,1185.29,158.13,1313.69,4872.78,3940.28,8671
2012/11/15,3747.97,6271,12411,740,410263.8,505.63,1184.94,160.44,1313.98,4905.31,3986.58,8746
2012/11/16,3766.63,6320,12144,772,405687,513.82,1182.1,161.99,1313.81,4925.97,4025.98,8865
2012/11/19,3851.98,6360,11983,792,381249.15,546.33,1210.72,163.79,1331.22,5000,4168.7,8897
2012/11/20,3858.91,6433,11998,791,381807.25,549.64,1196.47,161.21,1343.47,5049.66,4275.42,8890
2012/11/21,3912.75,6494,11868,808,383351.85,558.73,1242.9,163.31,1366.7,5047.53,4267.63,8935
2012/11/26,3943.46,6624,11637,840,366852.9,574.49,1254.85,166.46,1392.73,5114.6,4372.69,9072
2012/11/27,3923.01,6578,11604,846,373326.3,565.94,1241.96,168.03,1399.67,5108.29,4369.85,9018
2012/11/28,3953.31,6569,11763,822,364390.8,577.77,1229.41,168.78,1391.09,5149.89,4363.66,9027
2012/11/29,3977.07,6600,11624,842,359275,587.16,1248.22,170.47,1417.39,5215.44,4442.69,9045
2012/11/30,3997.81,6657,11575,849,361881,588.08,1254.52,172.48,1435.98,5241.6,4458.87,9068
2012/12/03,3976.79,6668,11562,851,365601.25,579.04,1241.98,176.48,1425.39,5223.7,4346.09,9100
2012/12/04,3964.29,6658,11598,846,365434.13,573.23,1238.18,177.48,1423.25,5209.02,4338.53,9088
2012/12/06,4016.66,6699,11464,865,362191.95,586.76,1302.08,178.69,1405.09,5304.73,4427.07,9135
2012/12/07,4028.32,6703,11441,869,358581.8,591.38,1299.06,177.66,1437.63,5301.81,4420.93,9120
2012/12/11,4063.28,6725,11492,862,351535.2,604.05,1317.02,178.56,1430.9,5386.91,4604.62,9089
2012/12/12,4106.72,6790,11419,873,353396.25,611.89,1341.99,184.07,1460.21,5423.74,4698.63,9126
2012/12/13,4100.03,6846,11218,904,361324.8,603.88,1334.06,184.23,1477.92,5429.91,4652.89,9238
2012/12/14,4094.69,6839,11198,908,365016.3,594.38,1345.7,182.7,1475.93,5360.25,4638.15,9264
2012/12/17,4149.2,6867,11130,919,353386.63,619.95,1354.82,182.14,1480.66,5436.07,4700.36,9339
2012/12/18,4205.79,6892,10995,941,342904.5,642.45,1361.51,184.36,1499.6,5494.05,4711.83,9315
2012/12/19,4207.84,6974,10730,987,351356.63,628.85,1374.19,186.91,1480.55,5465.55,4680.53,9386
2012/12/20,4186.09,6940,10891,958,345325.15,639.6,1369.49,185.96,1481.71,5497.36,4710.94,9370
2012/12/21,4143.27,6957,10967,944,353766,622.46,1333.36,184.43,1481.61,5374.72,4685.71,9400
2012/12/26,4198.93,6988,10663,998,368037.9,617.46,1383.94,192.78,1504.69,5419.3,4797.55,9485
2012/12/27,4225.79,6998,10528,1023,371091,618.2,1385.35,196.62,1527.41,5460.46,4834.52,9542
2012/12/28,4196.06,7061,10509,1027,383864.25,596.98,1378.9,193.97,1517.39,5411.52,4749.16,9667
2013/01/04,4448.05,7265,10215,1085,340920.13,698.15,1479.16,195.3,1584.06,5762.37,5167.35,9660
2013/01/07,4406.56,7327,10276,1073,343219.8,687.32,1475.58,193.11,1573.02,5782.95,5153.56,9696
2013/01/08,4353.37,7284,10413,1045,342759.38,678.12,1435.45,191.19,1564.29,5699.16,5089.81,9669
2013/01/09,4414.21,7273,10324,1063,343391.1,688.98,1463.2,193.57,1584.48,5952.11,5215.68,9622
2013/01/10,4506.47,7382,10237,1081,339139.6,712.02,1498.61,190.97,1615.8,5996.2,5302.83,9739
2013/01/11,4524.1,7520,10074,1106,339998.75,716.12,1488.41,193.69,1607.92,6024.11,5327.61,9923
2013/01/15,4502.54,7587,10018,1118,338955.83,711.21,1499.66,195.54,1569.81,6014.63,5283.89,10002
2013/01/16,4473.42,7509,10308,1054,337428.83,708,1498.21,194.18,1576.88,5985.77,5214.13,9867
2013/01/17,4578.49,7518,10260,1064,336600.6,734.32,1530.66,199.8,1623.23,6195.43,5318.2,9872
2013/01/18,4593.18,7675,9982,1123,334872.4,740.46,1544.87,206.89,1641.26,6251.55,5348.95,10015
2013/01/22,4541.06,7673,10189,1078,324678.6,740.73,1524.92,202.42,1622.51,6181.31,5303.08,9966
2013/01/23,4532.4,7607,10406,1031,322761.93,744.32,1522.32,202.35,1613.59,6184.98,5268.75,9864
2013/01/24,4629.41,7590,10248,1063,328801.2,758.77,1569.94,206.83,1654.85,6301.42,5502.9,9849
2013/01/25,4685.11,7792,9959,1123,325493.6,776.46,1572.01,207.1,1662.93,6474.41,5747.96,10079
2013/01/28,4663.33,7854,10068,1098,326151.5,773.13,1564.44,208.36,1664.37,6427.64,5665.41,10129
2013/01/29,4682.58,7802,9995,1115,321864.68,782.09,1563.28,210.33,1680.32,6389.21,5626.17,10037
2013/01/30,4694.26,7890,9801,1157,326294.1,776,1563.84,212.15,1696.82,6411.12,5579.56,10101
2013/01/31,4714.41,7902,9793,1160,331109.2,775.03,1581.25,209.39,1687.65,6616.68,5617.85,10148
2013/02/01,4810.31,7929,9741,1172,324751.8,807.59,1604.06,214.82,1718.1,6933.6,5758.84,10251
2013/02/04,4725.24,8059,9654,1193,334184.65,777.84,1574.16,211.64,1685.94,6692.01,5634.26,10354
2013/02/05,4821.95,7942,9824,1153,329109.45,810.84,1580.47,214.63,1724.66,7002.59,5720.79,10262
2013/02/06,4827.14,8116,9513,1226,327974.1,813.73,1573.15,213.6,1736.09,6913.44,5736.39,10427
2013/02/07,4801.35,8090,9547,1217,328641.3,810.84,1546.77,215.85,1718.11,6910.83,5726.41,10389
2013/02/08,4781.88,8053,9733,1170,320475.68,814.75,1541.43,214,1707.35,6913.75,5691.17,10378
2013/02/12,4830.53,8133,9558,1212,321536.8,825.34,1603.95,211.63,1731.06,6970.99,5747.47,10435
2013/02/13,4835.73,8087,9650,1188,320561.18,826.5,1580.16,211.44,1739.86,7013.59,5808.86,10345
2013/02/14,4801.9,8105,9591,1203,317649.6,824.77,1571.53,213.37,1727.57,6954.85,5756.7,10331
2013/02/15,4822.83,8071,9728,1169,321007.4,826.72,1579.55,209.75,1809.61,6960.69,5815.07,10270
2013/02/19,4868.03,8159,9553,1211,314428.8,845.03,1554.36,213.62,1816.39,7018.5,5751.43,10355
2013/02/20,4811.79,8226,9494,1226,326056.6,813.97,1546.55,215.78,1742.09,6796.2,5474.2,10364
2013/02/21,4739.3,8197,9594,1200,329609.4,795.16,1504.66,212.23,1732.78,6712.3,5375.24,10320
2013/02/22,4803.14,8077,9518,1219,321096.88,821.07,1511.37,215.31,1741.16,6814.26,5368.27,10243
2013/02/26,4670.74,8039,9514,1218,327218.85,778.15,1469.84,210.34,1678.64,6736.62,5182.15,10159
2013/02/27,4735.09,7976,9642,1186,316348.9,808.86,1493.2,210.63,1728.39,6848.08,5362.25,10077
2013/02/28,4742.77,8115,9435,1237,319563.4,805.27,1524.46,221.5,1712.36,6830.93,5418.46,10164
2013/03/01,4807.72,8160,9378,1252,319609.85,825.46,1532.07,232.15,1742.65,6998.66,5472.21,10162
2013/03/04,4813.29,8242,9313,1269,314092.8,836.65,1494.75,229.55,1697.6,7041.85,5454.56,10262
2013/03/05,4848.28,8263,9281,1277,304825.08,858.27,1501.97,234.21,1709.07,7130.15,5444.4,10238
2013/03/06,4896.86,8323,9083,1331,305760,869.3,1530.68,237.5,1745.18,7213.11,5475.46,10217
2013/03/07,4953.92,8401,9060,1338,306537.98,880.02,1544.78,240.06,1764.79,7253.55,5622.47,10275
2013/03/08,5036.77,8492,8819,1410,306575.78,902.68,1597.94,241.46,1799.6,7398.15,5782.93,10406
2013/03/11,5064.33,8588,8769,1426,304004.1,914.66,1594.4,252.7,1811.03,7434.74,5921.22,10474
2013/03/12,5027.87,8635,8793,1420,304813.8,907.96,1561.3,254.72,1804.38,7465.42,5947.35,10528
2013/03/13,5026.55,8594,8837,1406,304188.15,911.12,1524.3,253.06,1775.15,7460.06,5935.75,10498
2013/03/14,5062.11,8570,8744,1436,299379.77,925.54,1560.83,258.23,1780.92,7434.11,5991.5,10460
2013/03/15,5004.11,8662,8631,1473,297988.2,913.74,1534.96,254.12,1787.45,7350.85,5973.1,10507
2013/03/18,4968.58,8514,8859,1398,302085.45,897.92,1505.43,249.18,1769.19,7312.9,5896.97,10350
2013/03/19,4931.19,8549,8682,1455,304036.2,892.6,1476.88,247.64,1733.82,7366.34,5837.11,10454
2013/03/21,4921,8631,8577,1490,304596.9,884.37,1500.21,247.03,1712.76,7271.42,5697.2,10493
2013/03/22,4919.77,8511,8749,1431,296556.5,900.78,1499.09,238.91,1703.25,7179.74,5643.79,10409
2013/03/25,4872.36,8562,8617,1475,298518.9,888.96,1502.01,249.1,1691.29,7033.56,5586.16,10440
2013/03/26,4923.16,8456,8715,1442,292527.9,910.4,1545.98,252.9,1694.25,7073.56,5546.46,10286
2013/03/27,4917.49,8545,8610,1477,292764,910.4,1543.15,258.88,1678.2,7099.05,5541.74,10349
2013/03/28,4921.64,8539,8691,1449,289951.2,913.16,1531.66,255.27,1692.64,7200.77,5611.69,10296
2013/04/01,4832.11,8608,8846,1397,289246.08,896.87,1503.8,256.12,1673.48,7041.66,5524.81,10306
2013/04/02,4871.96,8497,8955,1363,285692.8,911.97,1527.74,253.2,1700.61,7340.65,5423.26,10205
2013/04/03,4799.1,8603,8711,1438,293371.65,878.49,1496.4,245.89,1663.91,7267.99,5445.87,10239
2013/04/04,4996.19,8517,8460,1521,300099.1,921.97,1553,254.71,1723.52,7506.81,5717.78,10187
2013/04/05,5041.33,8842,8400,1543,307463.33,921.66,1516.59,250.13,1743.84,7525.41,5767.92,10700
2013/04/09,5159.46,9078,8159,1636,302536.65,962.57,1574.58,251.21,1775.61,7761.97,5936.85,11070
2013/04/10,5269.38,9107,8097,1661,293602.65,1007.78,1602.47,261.27,1808.01,8116.11,5994.78,11052
2013/04/11,5290.02,9297,7975,1711,290567.2,1015.74,1596.87,265.42,1812.18,7965.43,6041.6,11068
2013/04/12,5199.46,9354,7971,1713,288558,995.81,1557.67,269.19,1783.99,7831.66,5825.28,11094
2013/04/17,5046.78,9180,8028,1688,307574.85,920.27,1515.8,277.56,1765.98,7995.97,5688.42,10951
2013/04/18,5026.3,9067,8113,1655,313407.73,906.11,1517.71,287.73,1754.3,7861.45,5633.98,10887
2013/04/19,5152.15,9081,8052,1680,309258.4,940.46,1597.3,293.05,1778.42,7964.59,5725.39,10952
2013/04/22,5153.49,9318,7936,1727,304357.35,949.54,1587.52,291.38,1783.98,7932.64,5785.52,11109
2013/04/23,5224.16,9323,7949,1722,295674.58,983.76,1581.57,282.09,1788.47,8021.26,5799.1,11081
2013/04/24,5246.58,9410,7781,1796,295206.9,985.85,1605.61,283.56,1748.86,8077.78,5966.81,11101
2013/04/25,5264.22,9352,7731,1820,290802.5,995.48,1627.7,287.93,1743.82,7951.91,6037.38,11110
2013/04/26,5186.85,9334,7714,1827,288757.25,978.54,1598.22,283.4,1743.33,7954.8,5869.27,11061
2013/04/30,5229.51,9289,7753,1809,279595.4,996.61,1630.81,287.03,1733.1,7859.85,6000.1,10993
2013/05/02,5248.25,9149,7850,1765,280439.13,1002.23,1634.14,287.89,1710.56,7994.35,5927.19,10962
2013/05/07,5390.65,9419,7594,1881,268096.65,1068.43,1679.38,282.9,1719.98,8308.77,6161.02,11114
2013/05/08,5427.18,9417,7541,1908,264305.25,1084.05,1681.02,293.48,1717.65,8326.89,6365.7,11070
2013/05/09,5488.28,9427,7558,1900,270389.38,1091.62,1700.31,302.23,1782.81,8398.92,6422.94,11122
2013/05/10,5544.86,9567,7332,2015,270533.58,1113.65,1736.51,301.83,1810.69,8581.98,6429.88,11280
2013/05/13,5552.79,9679,7253,2059,270358.65,1118.09,1705.65,295.04,1805.45,8593.43,6242.18,11304
2013/05/14,5617.52,9715,7264,2054,263577,1158.72,1701.22,300.01,1819.96,8670.92,6309.47,11266
2013/05/15,5631.85,9806,7121,2134,258897.48,1174.62,1705.2,302.05,1832.98,8792.8,6285.1,11283
2013/05/16,5603.3,9824,7130,2129,263038.13,1159.52,1694.28,310.46,1795.51,8742.38,6248.5,11261
2013/05/17,5702.35,9746,7074,2163,257250.93,1203.43,1724.64,336.08,1812.37,8903.93,6270.01,11308
2013/05/20,5656.55,9824,6981,2220,254396.63,1192.47,1728.36,328.44,1815.29,8874.99,6267.11,11330
2013/05/21,5677.48,9783,6979,2223,254456.25,1200.28,1715.85,332.94,1817.33,8953.38,6178.7,11302
2013/05/22,5656.26,9857,6859,2300,261768.5,1182.21,1700.08,321.01,1834.18,8900.64,6116.36,11329
2013/05/23,5568.8,9819,7332,1983,260176.5,1159.06,1664.11,316.32,1795.73,8742.95,6123.84,11359
2013/05/28,5575.61,9579,7449,1919,258253.55,1180.44,1687.22,321.04,1777.32,9038.11,6222.66,11164
2013/05/29,5467.7,9697,7538,1876,259728.3,1144.12,1647.9,309.41,1737.93,8837.34,6252.7,11170
2013/05/30,5470.65,9441,7850,1719,255854.2,1150.34,1650.96,305.46,1762.78,8940.79,6235.19,11069
2013/05/31,5363.62,9448,7799,1741,266246.88,1099.25,1612.7,293.99,1712.18,8872.38,6111.19,11118
2013/06/03,5345.76,9266,8064,1624,259026.83,1104.78,1617.36,288.38,1692.01,8809.4,6069.34,11010
2013/06/04,5352.61,9170,7822,1725,264579.35,1095.33,1620.49,298.97,1704.51,8829.65,6181.85,10937
2013/06/05,5211.55,9168,8257,1547,273157.95,1037.16,1566.14,285.45,1692.94,8538.97,5936.67,11018
2013/06/06,5143.73,8930,8339,1519,260095.2,1044.26,1542.63,266.39,1653.17,8430.67,5820.51,10926
2013/06/07,5221.85,8828,8432,1486,251679,1088.66,1550.07,273.83,1647.62,8250.78,5896.9,10770
2013/06/10,5290.12,8974,7835,1709,254579.68,1104.25,1554.64,274.58,1673.16,8474.47,5931.14,10787
2013/06/11,5075.19,9035,7985,1648,254959.65,1040.97,1420.28,254.5,1636.35,8202.88,5568.78,10878
2013/06/12,5047.34,8826,8034,1629,261201.6,1015.04,1404.92,246.78,1612.34,8100.13,5512.12,10642
2013/06/13,5087.57,8614,8586,1410,247988,1052.04,1383.01,246.46,1578.54,8140.68,5598.81,10527
2013/06/14,4974.95,8661,8334,1494,248606.4,1017.95,1309.59,253.18,1551.38,8008.09,5443.47,10482
2013/06/17,5049.67,8674,8145,1562,244308.35,1048.12,1360,251.92,1583.99,8085.33,5502.37,10509
2013/06/18,5131.61,8720,8183,1548,240708.25,1080.09,1367.99,244.08,1592.01,8215.54,5622.56,10526
2013/06/19,5101.33,8846,8021,1610,252751.4,1050.56,1337.07,254.46,1605.26,8170.04,5619.38,10594
2013/06/20,4987.55,8784,8161,1554,274572.8,978.64,1257.83,245.16,1539.94,7943.88,5528.42,10621
2013/06/21,5029.12,8631,7955,1635,273630.5,994.66,1291.3,244.87,1602.62,8134.51,5549.95,10592
2013/06/24,4899.2,8677,8178,1548,283661.33,954.82,1263.65,246.96,1556.84,8037.32,5393.72,10621
2013/06/25,4968.75,8559,8222,1531,275335.15,983.97,1292.07,254.82,1602.13,8130.95,5468.56,10522
2013/06/26,5003.82,8637,8324,1493,267346.25,1010.74,1368.5,259.87,1614.83,8152.35,5367.45,10539
2013/06/27,5087.18,8744,8012,1608,264342.5,1035.73,1374.09,264.48,1611.14,8396.99,5291.77,10503
2013/06/28,5106.7,8884,7763,1707,271147.9,1022.13,1390.93,276.97,1619.95,8390.22,5334.72,10641
2013/07/02,5197.54,9041,7515,1820,269688.4,1058.63,1352.47,282.6,1630.21,8552.54,5384.71,10783
2013/07/03,5168.86,9132,7575,1792,266786.4,1055.16,1334.93,274.95,1618.7,8488.2,5366.7,10868
2013/07/05,5272.52,9118,7403,1874,261855,1102.07,1381.38,278.73,1636.4,8644.5,5439.5,10803
2013/07/08,5280.73,9199,7528,1812,257221.08,1118.75,1365.11,265.83,1645.81,8677.36,5501.86,10815
2013/07/09,5326.07,9244,7338,1904,252141.3,1145.13,1376.79,262.4,1665.09,8828.23,5710.48,10816
2013/07/10,5254.6,9324,7353,1896,247679.95,1130.26,1360.5,255.18,1660.5,8774.95,5541.65,10804
2013/07/11,5331.96,9283,7333,1907,235772.2,1168.72,1418.1,265.35,1692.22,8750.04,5625.88,10768
2013/07/12,5333.08,9359,7335,1907,236143.6,1170.8,1385.11,272.39,1681.78,8750.21,5566.24,10741
2013/07/16,5337.98,9518,7268,1941,235561.7,1170.25,1395.19,274.47,1700.38,8676.32,5362.75,10837
2013/07/17,5386.28,9421,7268,1941,235008.8,1185,1413.04,275.38,1708.79,8742.13,5404.21,10817
2013/07/18,5459.84,9475,7167,1995,232974.4,1216.09,1430.99,288.79,1722.2,8933.36,5425.69,10855
2013/07/19,5472.34,9565,7240,1954,232249.88,1225.92,1429.23,288.82,1705.01,9016.23,5435.1,10973
2013/07/23,5433.85,9555,7176,1989,229683.3,1210.06,1463.61,299.67,1679.37,8900.97,5314.53,10895
2013/07/24,5460.62,9515,7201,1975,233833.13,1206.01,1463.65,298.3,1667.16,9083.65,5251.1,10896
2013/07/25,5419.79,9555,7304,1919,230127.75,1203.52,1468.65,283.72,1657.32,9061.13,5214.24,10936
2013/07/26,5350.36,9514,7496,1816,227026.8,1193.12,1462.41,288.21,1634.4,8903.19,5170.51,10853
2013/07/29,5303.99,9388,7781,1681,228468.38,1178.34,1443.78,282.27,1608.34,8854.68,5211.92,10728
2013/07/30,5304.4,9410,7618,1753,228409.9,1179.3,1446.92,275.98,1599.85,8869.75,4294.69,10715
2013/07/31,5302.16,9380,7779,1680,227571,1180.43,1456.45,271.57,1587.61,8917.85,4021.89,10706
2013/08/01,5464.3,9408,7524,1792,223738.63,1240.39,1497.23,286.71,1618.68,9160.59,4169.15,10697
2013/08/02,5448.3,9646,7292,1901,221197.95,1240.09,1483.56,279.86,1598.37,9086.44,4055.79,10819
2013/08/05,5400.17,9636,7421,1835,219968.63,1227.89,1448.11,277.35,1589.67,9049.44,4073.97,10845
2013/08/06,5343.99,9540,7333,1879,222625.63,1200.37,1416.4,275.58,1576.71,9000.82,3976.47,10707
2013/08/07,5236.5,9410,7608,1738,221559,1170.41,1380.41,278.41,1552.84,8831.53,3984.21,10651
2013/08/08,5305.64,9314,7741,1678,220302.58,1186.88,1401.62,280.67,1574.76,8895.29,4205.82,10609
2013/08/09,5273.82,9332,7715,1691,220824.9,1171.96,1402.89,275.11,1567.42,8897.46,4090.31,10654
2013/08/13,5404.93,9353,7613,1734,224141.5,1201.97,1516.21,279.38,1628.16,9098.23,4364.01,10678
2013/08/14,5389.85,9451,7525,1774,227439.45,1182.59,1515.28,283.41,1618.33,9034.77,4293.63,10707
2013/08/15,5285.24,9340,7643,1718,235635.4,1121.7,1473.21,281.67,1580.32,8889.88,4306.68,10678
