dates,X1_WLD,X2_SDGs,X3_JBear, X4_Jbull,X5_UBear,X6_UBull, X7_FinS,X8_TchS, X9_tEngS, X10_lifeTFS,X11_EnyS,X12_msfWIDX
2014/11/07,6956.01,12755,5990,2544,125879.46,2416.79,1666.56,256.9,1666.56,13355.36,5043.2,12947
2014/11/10,6996.12,12709,6043,2499,125312.26,2446.52,1675.81,257.23,1666.62,13421.39,5066.47,12935
2014/11/11,7070.68,12812,5935,2588,125679.19,2471.9,1698.49,259.85,1676.49,13696.77,5188.1,12957
2014/11/12,7035.04,12952,5911,2609,125699.98,2459.72,1689.47,258.39,1665.22,13685.53,5216.23,13099
2014/11/13,7049.18,12895,5822,2689,125588.75,2471.26,1707.31,260.35,1655.23,13686.28,5255.05,13056
2014/11/14,7100.06,12946,5812,2698,125989.38,2483.74,1740.71,259.28,1633.73,13808.25,5250.04,13133
2014/11/17,7109.82,12887,5947,2570,126215.3,2497.48,1701.92,259.7,1645.93,13814.86,5280.75,13227
2014/11/18,7169.97,12909,5834,2666,124291.25,2545.43,1689.94,262.21,1657.22,14082.84,5466.01,13198
2014/11/19,7230.99,13079,5830,2670,126061.63,2556.63,1695.37,264.14,1665.88,14708.57,5615.85,13279
2014/11/20,7236.25,13222,5848,2654,125667.86,2576.01,1685.82,264,1660.99,14727.85,5583.53,13395
2014/11/21,7272.41,13205,5827,2673,123288.17,2609.49,1737.7,267.96,1662.3,14907.68,5561.81,13416
2014/11/25,7303.52,13271,5810,2688,122452.86,2629.55,1732.98,268.94,1676.35,15086,5371.17,13390
2014/11/26,7307.5,13247,5827,2672,121320.77,2643.04,1770.66,271.41,1662.35,15147.14,5368.49,13414
2014/11/28,7322.46,13373,5803,2693,123029.68,2645.67,1784.35,270.79,1624.18,15338.97,5430.15,13491
2014/12/01,7252.57,13362,5762,2730,125375.01,2583.27,1745.07,270.81,1543.81,15149.18,5294.4,13566
2014/12/02,7329.65,13237,5723,2767,123750.36,2651.45,1806.18,271.03,1541.51,15355.54,5347.02,13525
2014/12/03,7394.06,13400,5703,2786,122974.7,2695.5,1811.38,276.07,1529.85,15444.62,5491.63,13543
2014/12/04,7373.66,13464,5661,2827,123253.62,2684.27,1850.6,278.53,1493.66,15378.55,5489.52,13577
2014/12/08,7377.78,13625,5630,2855,126060.71,2664.84,1961.21,279.79,1486.9,15507.46,5428.64,13729
2014/12/09,7293.91,13497,5686,2798,125255.59,2635.57,1852.8,279.65,1482.96,15355.03,5430.34,13700
2014/12/11,7128.51,12978,5870,2620,128222.94,2525.3,1842.95,274.8,1472.69,15037.86,5418.47,13451
2014/12/12,7017.52,13125,5816,2669,134541,2405.7,1815.26,274.11,1445.8,14848.81,5298.48,13535
2014/12/15,6884.81,12907,5936,2558,136270.4,2336.57,1796.91,268.03,1415.14,14579.11,5204.55,13574
2014/12/16,6790.2,12661,6037,2471,137713.03,2253.7,1789.22,265.61,1416.71,14149.64,5097.59,13462
2014/12/17,7054.34,12572,6009,2494,132068.58,2431.34,1877.2,272.05,1491.56,14805.21,5263.76,13422
2014/12/18,7188.03,12880,5850,2628,122513.73,2614.26,1858.5,274.85,1537.66,15153.2,5372.3,13525
2014/12/19,7252.46,13201,5711,2753,121710.75,2662.46,1892.88,279.04,1566.65,15349.78,5498.2,13505
2014/12/22,7282.84,13292,5734,2731,120600.27,2712.16,1962.98,279.97,1616.01,15479.34,5534.77,13537
2014/12/24,7326.4,13211,5672,2790,120259,2736.56,1905.11,290.27,1619.52,15278.2,5557.46,13619
2014/12/26,7353.44,13238,5649,2812,119145.7,2758.59,1971.11,288.94,1607.47,15372.74,5536.45,13585
2014/12/29,7350.01,13337,5693,2767,118859.95,2775.41,1972.95,286.57,1618.18,15308.2,5572.54,13596
2014/12/30,7239.29,13410,5779,2683,119539.74,2702.64,1924.82,286.34,1601.03,15127.36,5510.42,13626
2015/01/05,7034.83,13179,5801,2661,130287.96,2480.14,1986.02,283.12,1550.53,15117.71,5377.82,13560
2015/01/06,6892.65,12912,5959,2513,132382.38,2387.15,1945.48,279.26,1476.57,14822.56,5393.58,13449
2015/01/07,7030.98,12758,5939,2531,128491.88,2493.52,2001.02,288.43,1502.55,15374.9,5460.46,13400
2015/01/08,7161.65,12976,5838,2618,121933.54,2634.91,1995.93,294.87,1536.43,15588.11,5543.85,13439
2015/01/09,7046.61,13233,5852,2605,123804.59,2543.65,1962.86,295.1,1493.48,15379.27,5447.64,13444
2015/01/13,6979.1,12972,5892,2559,127010.61,2449.41,1945.85,292.94,1455.26,15135.14,5359.92,13317
2015/01/14,6911.91,12923,6008,2460,128652.35,2394.71,1930.08,287.42,1436.12,14807.05,5338.52,13255
2015/01/15,6821.5,12943,5865,2578,131039.76,2307.14,1917.97,284.65,1412.63,14420.18,5277.6,13324
2015/01/16,6992.52,12846,5988,2470,127404.12,2423.38,1928.12,288.86,1430.5,14739.12,5410.26,13116
2015/01/20,7075.14,13127,5781,2645,127839.56,2464.12,1908.09,292.49,1445.92,14879.76,5661.3,13256
2015/01/21,7075.82,13277,5841,2590,124791.1,2485.21,1945,295.98,1493.25,14786.21,5681.65,13322
2015/01/22,7189.97,13251,5790,2636,119793.39,2606.78,1984.71,296.22,1541.55,15048.23,5765.72,13255
2015/01/23,7093.89,13338,5740,2681,121254.51,2547.58,1969.28,296.43,1537.03,14707.19,5646.37,13202
2015/01/26,7183.41,13246,5763,2660,121066.12,2582.43,1959.33,298.23,1453.5,14883.31,5726.36,13053
2015/01/27,7102.85,13433,5677,2739,125119.01,2465.84,1900.06,299.24,1454.52,14719.61,5729.66,13190
2015/01/28,6994.23,13316,5629,2786,129775.2,2363.93,1887.85,299.56,1452.92,14616.17,5607.14,13169
2015/01/29,7097.4,13126,5705,2711,126866.03,2445.05,1910.38,299.51,1496.37,15136.39,5703.94,13157
2015/01/30,6945.99,13234,5686,2729,130780.58,2337.26,1861.58,289.78,1515.11,14705.91,5718.64,13206
2015/02/02,7047.17,13018,5730,2686,125997.69,2423.53,1875.56,294.17,1528.67,14803.41,5772.49,13162
2015/02/03,7148.26,13069,5795,2624,120391.68,2527.76,1902.28,297.53,1564.86,14970.19,5892.61,13169
2015/02/04,7098.96,13224,5684,2724,121502.08,2494.55,1932.77,290.94,1558.65,14818.33,5786.6,13252
2015/02/05,7198.71,13029,5742,2669,117941.36,2577.43,1948.65,292.94,1565.5,14931.01,5851.82,13107
2015/02/06,7219.71,13216,5683,2724,120526.74,2583.06,1923.91,296.08,1576.49,14848.7,5913.31,13215
2015/02/09,7180.09,13236,5673,2733,121843.28,2542.46,1905.36,294.78,1529.27,14640.18,5990.13,13220
2015/02/10,7288.81,13120,5689,2718,118653.71,2640.6,1928.79,292.72,1521.54,14932.33,6064.66,13176
2015/02/12,7344.32,13366,5616,2790,114822.04,2712.13,1948.64,302.24,1530.56,15106.72,6198.48,13310
2015/02/13,7368.44,13341,5589,2818,112812.5,2740.75,1967.69,304.17,1547.31,15153.69,6214.19,13267
2015/02/17,7407.81,13236,5576,2831,112810.5,2764.22,1980.74,297.35,1555.02,15267.58,6202.19,13143
2015/02/18,7402.99,13408,5520,2887,112256.55,2754.74,1955.28,299.98,1541.89,15205.12,6256.67,13229
2015/02/19,7402.83,13413,5496,2913,112636.18,2753.46,1961.32,299.55,1534.33,15199.34,6306.2,13191
2015/02/20,7467.94,13435,5465,2945,110757.42,2803.16,1967.57,295.47,1549.77,15613.17,6318.11,13192
2015/02/23,7435.13,13508,5435,2977,110730.92,2796.79,1955.61,291.1,1526.71,15561.73,6293.37,13201
2015/02/24,7471.94,13532,5388,3029,109699.56,2823.4,1979.83,289.94,1543.17,15687.51,6328.55,13195
2015/02/25,7463.22,13540,5385,3032,109886.07,2813.42,1954.06,280.51,1535.67,15578.98,6366.14,13222
2015/02/26,7486.44,13600,5335,3087,110762.05,2815.92,1989.54,286.66,1542.91,15541.32,6353.14,13288
2015/02/27,7490.38,13578,5330,3094,111949.21,2790.06,1986.75,292.75,1544.46,15540.2,6366.7,13234
2015/03/02,7553.77,13613,5318,3107,110459.54,2856.69,2000.16,294.29,1546.07,15779.08,6430.56,13269
2015/03/03,7489.11,13677,5330,3093,111528.5,2811.26,1945.61,288.6,1561.28,15532.57,6299,13258
2015/03/05,7482.94,13560,5346,3073,112941,2793.49,1916.39,287.13,1540.32,15794.92,6059.16,13134
2015/03/06,7432.87,13682,5280,3149,118241.94,2692.32,1905.65,293.1,1528.63,15529.15,5924.79,13148
2015/03/09,7467.09,13540,5335,3083,117040.56,2732.16,1954.31,292.76,1542.37,15520.6,5976.82,13061
2015/03/10,7330.18,13607,5370,3040,122957.1,2599.66,1907.96,286.08,1521.52,15388.41,5854.7,13165
2015/03/11,7352.58,13397,5376,3034,124061.18,2586.89,1927.41,286.53,1525.41,15538.31,5811.38,13126
2015/03/12,7433.26,13434,5269,3155,119116.6,2683.16,1965.06,289.91,1533.23,15599.18,5790.86,13103
2015/03/13,7391.44,13557,5193,3244,121268.61,2634.16,1968.95,291.41,1507.66,15467.51,5684.69,13138
2015/03/16,7477.57,13495,5181,3261,116355.47,2740.84,1992.24,290.16,1534.82,16133.25,5690.38,13052
2015/03/17,7467.28,13677,5141,3311,117476.48,2714.82,1996.37,296.78,1489.09,16062,5739.11,13102
2015/03/18,7514.08,13673,5120,3339,112002.58,2784.15,2003.43,293.93,1520.59,16081.53,5711.23,13108
2015/03/19,7499.26,13714,5130,3325,114156,2759.07,2008.9,300.7,1513.62,16279.01,5596.66,13171
2015/03/20,7554.69,13772,5114,3345,110547.63,2814.7,2017.7,298.43,1559.19,16399.7,5581.4,13138
2015/03/23,7544.19,13825,5064,3410,110750.25,2792.1,1995.9,297.04,1568.46,16507.18,5611.75,13175
2015/03/24,7521.5,13771,5077,3393,112744.63,2743.47,1967.49,294.87,1550.76,16244.09,5618.67,13223
2015/03/25,7370.76,13732,5074,3396,117468.5,2619.44,1941.88,293.93,1555.89,15978.35,5560.34,13213
2015/03/26,7320.07,13624,5168,3272,118008,2593.79,1954.88,287.38,1581.78,15861.94,5570.22,13188
2015/03/27,7339.02,13531,5160,3282,117233.76,2607.97,1928.88,285.31,1571.46,15927.83,5486.4,13085
2015/03/30,7448.56,13632,5131,3319,113595.68,2725.82,2013.74,290.98,1597.06,16279.25,5686.99,13100
2015/03/31,7399.42,13835,5189,3245,116716.01,2656.3,1999.13,285.2,1579.84,16139.61,5533.65,13172
2015/04/01,7381.43,13659,5212,3214,117374.6,2621.77,2006.15,288.53,1584.56,15809.64,5445.94,13122
2015/04/02,7427.43,13614,5149,3291,116367.84,2642.22,2031.65,289.51,1595.87,15935.93,5491.56,13122
2015/04/07,7512.69,13739,5062,3403,115408.66,2689.46,2068.82,289.98,1612.95,15999.65,5513.64,13190
2015/04/08,7547.19,13852,5026,3452,114012.86,2713.96,2188.95,290.48,1627.9,15956.99,5526.44,13224
2015/04/09,7594.76,13902,5000,3487,112992.83,2761.51,2244.18,288.89,1625.55,16107.21,5547.14,13201
2015/04/10,7607.52,13966,4988,3505,110842.84,2795.12,2213.25,287.22,1627.78,16077.02,5512.09,13134
2015/04/16,7574.99,13899,5010,3473,109132.17,2778.88,2404,283.83,1687.56,15767.63,5476.84,13064
2015/04/17,7477.69,13875,5057,3406,112736.16,2681.65,2285.64,283.04,1629.2,15709.33,5389.45,13093
2015/04/20,7534.63,13752,5080,3375,109842.8,2759.48,2298.18,283.38,1634.23,15976.38,5364,13092
2015/04/21,7583.49,13818,4985,3502,110634.92,2761.98,2392.2,287.33,1597.59,16088.43,5348.05,13072
2015/04/22,7630.51,13865,4938,3569,109307.08,2809.73,2387.61,287.01,1602.13,15672.34,5354.43,13092
2015/04/23,7641.16,13914,4935,3573,108160.11,2820.89,2355.73,285.6,1608.35,15491.59,5366.75,13094
2015/04/24,7623.05,13917,4964,3530,106844.04,2826.96,2336.77,283.21,1601.47,15469.78,5352.91,13116
2015/04/27,7625.7,13860,4976,3512,108266.88,2791.49,2341.52,282.09,1601.09,15150.22,5309.18,13092
2015/04/28,7633.19,13832,4966,3526,107033.43,2812.23,2374.82,279.58,1580.84,15170.1,5265.5,13135
2015/04/30,7538.78,13689,5096,3339,112138.72,2708.28,2302.45,278.36,1564.81,15001.16,5251.84,13161
2015/05/07,7545.38,13622,5166,3246,111408.77,2727.45,2237.75,275.94,1584.03,15295.51,5326.79,13069
2015/05/08,7663.05,13657,5129,3293,107170.05,2835.9,2285.97,274.96,1601.86,15572.9,5446.56,13134
2015/05/11,7634.69,13799,5060,3382,109032.64,2802.67,2265.91,275.01,1580.25,15594.79,5403.6,13137
2015/05/12,7613.51,13822,5052,3392,109731.83,2769.96,2247.38,273.55,1570.17,15535.05,5374.52,13101
2015/05/13,7588.11,13827,5024,3430,109031.4,2757.36,2252.12,272.92,1577.68,15472.93,5412.25,13090
2015/05/14,7663.82,13795,5082,3350,105644.21,2843.4,2254.7,275.92,1594.49,15623.19,5429.39,13077
2015/05/15,7685.85,13897,5028,3422,105333.07,2854.61,2293.95,275.25,1605.64,15526.79,5561.3,13142
2015/05/18,7727.36,13946,4994,3467,105051.25,2898.96,2285.81,276.62,1594.67,15595.1,5601.13,13246
2015/05/19,7762.78,14006,4959,3515,105724.44,2911.04,2347.42,278.15,1594.31,15756.08,5624.15,13156
2015/05/20,7803.45,14114,4909,3586,106554.08,2921.14,2366.52,278.19,1569.18,16021.95,5737.9,13176
2015/05/21,7811.92,14135,4921,3569,105389.53,2940.06,2365.12,280.77,1581.99,16078.95,5740.93,13173
2015/05/22,7814.45,14167,4897,3604,106538.58,2930.57,2441.94,284.07,1592.31,16062.83,5716.5,13199
2015/05/26,7816.25,14148,4851,3672,111229.89,2875.85,2506.52,281.94,1595.51,15979.68,5720.92,13153
2015/05/27,7919.83,14142,4848,3675,108582.26,2966.84,2534,284.72,1616.37,16199.53,5761.79,13283
2015/05/28,7910.49,14339,4827,3708,109261.93,2966.12,2439.34,283.55,1603.91,16129.61,5767.39,13377
2015/05/29,7866.75,14336,4829,3704,111353.58,2912.32,2455.49,285.5,1595.2,16092.27,5691.82,13415
2015/06/02,7877.26,14357,4833,3697,110954.34,2919.07,2483.44,282.66,1596.05,16080.93,5618.46,13466
2015/06/03,7915.97,14275,4845,3679,110271.88,2948.45,2508.61,284.41,1586.67,16150.02,5642.19,13437
2015/06/04,7847.13,14304,4842,3682,113061.42,2881.88,2523.67,283,1580.87,16107.21,5544.86,13435
2015/06/05,7876.37,14189,4852,3668,114816.68,2888,2513.66,286.18,1563.97,16276.58,5566.22,13455
2015/06/08,7771.29,14212,4854,3664,115953.12,2809.51,2520.72,284.84,1551.02,15967.05,5480.85,13438
2015/06/09,7743.9,14114,4948,3520,115760.54,2802.62,2484.31,284.94,1539.33,15986.39,5462.26,13449
2015/06/10,7763.78,14088,4936,3538,110157.66,2866.8,2441.13,282.04,1543.19,15969.18,5472.31,13409
2015/06/11,7824.83,14082,4855,3653,109967.22,2911.48,2457.29,284.66,1567.43,16108.78,5535.39,13237
2015/06/12,7772.34,14167,4865,3639,112223.21,2845.37,2456.69,286.09,1565.82,16043.17,5495.79,13327
2015/06/15,7731.03,14086,4877,3621,113731.53,2804.1,2394.35,283.08,1531.64,15987.83,5486.02,13319
2015/06/16,7748.24,13992,4903,3582,111764.16,2852.08,2372.21,281.94,1560.5,15888.77,5501.86,13320
2015/06/17,7753.27,14037,4900,3585,111342.88,2867.51,2389.8,284.57,1570.16,15879.32,5538.75,13332
2015/06/18,7803.68,14086,4969,3486,107660.24,2942.67,2380.7,283.25,1569.1,15946.75,5537.34,13413
2015/06/19,7747.84,14215,4917,3559,109176.3,2883.97,2274.3,280.71,1540.74,15943.42,5500.52,13376
2015/06/22,7880.28,14148,4849,3658,107525.67,2959.89,2317.08,281.81,1550.89,16050.5,5550.87,13377
2015/06/23,7929.08,14364,4759,3793,107712.55,2981,2369.92,281.71,1550.61,16057.72,5611.22,13393
2015/06/24,7869.43,14424,4761,3790,109978.8,2914.19,2344.48,282.31,1544.41,16133.94,5602.97,13337
2015/06/25,7832.56,14365,4775,3768,110825.33,2880.35,2312.93,283.79,1539.07,16259.74,5712.48,13362
2015/06/26,7798.23,14250,4775,3768,111040.49,2885.94,2243.1,283.98,1525.96,16375.53,5765.68,13312
2015/06/29,7519.05,14120,4923,3533,116841.89,2675.05,2171.41,281.39,1491.31,15862.8,5624.59,13118
2015/06/30,7536.2,13884,4895,3575,115885,2693.78,2235.63,282.69,1494.5,15895.6,5739.13,13202
2015/07/02,7612.49,14016,4820,3684,114138.15,2757.77,2236,283.17,1496.41,16114.71,5740.75,13180
2015/07/06,7501.9,13911,4900,3563,114673.59,2724.95,2161.09,280.72,1493.02,15983.21,5693.84,13090
2015/07/07,7501.29,13883,4846,3640,112378.35,2772.08,2118.89,286.52,1493.88,16047.92,5629.95,13155
2015/07/08,7232.34,13869,5029,3370,116234.1,2595.05,1949.31,280.88,1445.99,15473.74,5443.57,13144
2015/07/09,7327.72,13612,4979,3440,116243.72,2622.16,1993.62,286.02,1450.01,15509.68,5425.11,13015
2015/07/10,7565.08,13772,4979,3440,113175.5,2752.06,2075.7,289.43,1479.14,16034.83,5528.66,13075
2015/07/13,7660.69,14066,4921,3519,110046.76,2858.87,2093.54,286.56,1482.51,16576.76,5599.24,13135
2015/07/14,7702.61,14264,4838,3638,108574.4,2894.49,2075.25,286.34,1486.73,16852.47,5642.17,13180
2015/07/15,7705.31,14321,4833,3645,109050.18,2901.4,2054.75,286.92,1474.22,16741.25,5625.8,13190
2015/07/16,7791.04,14357,4807,3684,106777.6,2973.63,2084.65,293.15,1494.89,16967.71,5620.72,13248
2015/07/17,7773.61,14504,4788,3713,106460.64,2985.36,2099.43,295.5,1492.68,16843.86,5615.86,13261
2015/07/21,7736.93,14488,4742,3785,107226.8,2949.82,2075.16,291.55,1478.01,16907.27,5556.47,13266
2015/07/22,7704.74,14366,4806,3683,107977.87,2933.13,2064.1,290.1,1471.52,17363.24,5479.47,13263
2015/07/23,7668.17,14340,4780,3723,109607.24,2883.62,2064.51,286.64,1472.17,17423.15,5447.52,13310
2015/07/24,7570.35,14324,4815,3669,112923.84,2792.14,2035.6,286.41,1454.89,17079.73,5310.64,13351
2015/07/27,7473.88,14118,4854,3607,114560.88,2729.99,1981.86,281.87,1445.72,16887.72,5212.24,13341
2015/07/28,7575.46,14007,4866,3590,110647.98,2835.7,2005.38,283.76,1444.42,17131.59,5283.43,13352
2015/07/29,7647.1,14244,4866,3590,108633.41,2903.91,2045.01,287.06,1451.34,17304.5,5294.72,13383
2015/07/31,7663.21,14283,4801,3685,108943.26,2891.52,2015.26,289.49,1390.61,17293.35,5321.98,13377
2015/08/03,7636.53,14350,4817,3660,110138.64,2863.85,2006.81,287.28,1339.52,17170.71,5303.52,13428
2015/08/04,7659.94,14363,4829,3642,111142.47,2854.75,2021.34,287.93,1313.56,17137.21,5470.67,13417
2015/08/05,7710.08,14360,4794,3695,110349.15,2895.18,2043.36,288.54,1361.41,17322.38,5568.04,13397
2015/08/06,7651.55,14447,4782,3713,112702.59,2824.11,2020.79,286,1343.45,17079.4,5568.39,13401
2015/08/07,7612.2,14312,4768,3735,113226.53,2793.71,2032.24,287.32,1340.33,16896.4,5515.37,13429
2015/08/10,7733.29,14198,4749,3764,109238.2,2906.37,2057.64,285.91,1378.41,17096.74,5643.25,13446
2015/08/11,7665.46,14340,4777,3720,112617,2840.45,2025.85,284.06,1316.37,16840,5486.95,13491
2015/08/13,7593.35,14164,4785,3704,111978,2821.85,1983.25,283.19,1302.68,16637.44,5392.36,13587
2015/08/14,7609.02,14169,4813,3661,110635.9,2850.43,1985.23,283.85,1304.01,16784.34,5380.14,13571
2015/08/17,7625.11,14195,4784,3704,108965.64,2898.29,1981.53,286.21,1282.46,16955.6,5450.77,13524
2015/08/18,7587.77,14227,4800,3679,109854.03,2873.87,1963.19,278.28,1264.01,16835.16,5423.03,13541
2015/08/19,7484.31,14181,4877,3560,111862.34,2791.92,1893.05,281.39,1254.2,16557.11,5270.59,13488
2015/08/20,7297.23,14008,4923,3493,118535.31,2607.65,1854.85,278.26,1221.76,16332.08,5119.05,13508
2015/08/21,7016.73,13774,5073,3281,128131.5,2334.43,1780.42,276.01,1158.06,15614.96,4873.88,13547
2015/08/24,6540.34,13293,5343,2937,139913.23,1991.82,1644.85,252.38,1072.89,14408.16,4528.38,13426
2015/08/25,6565.74,12643,5556,2700,145271.36,1925.86,1671.45,257.52,1162.65,14271.54,4466.32,13220
2015/08/26,6817.45,12640,5325,2940,129213.8,2169.35,1689.67,257.46,1174.02,15021.18,4667.29,13107
2015/08/27,7031.84,12883,5289,2981,121090.52,2349.19,1767.04,262.27,1216.35,15480.95,4907.77,13104
2015/08/28,7071.93,13289,5115,3177,121598.28,2362.59,1691.91,261.46,1226.94,15400.01,4995.39,13167
2015/08/31,6998.03,13325,5207,3064,124189.89,2293.48,1684.96,260.52,1178.26,15197.35,4949.41,13161
2015/09/01,6675.73,13164,5409,2827,133466.84,2056.92,1617.6,255.51,1132.92,14498.7,4680.89,13123
2015/09/02,6841.96,12775,5368,2871,126767.66,2190.01,1626.86,259.09,1156.37,14774.12,4775.9,13048
2015/09/03,6837.36,12938,5374,2865,126264.12,2189.06,1635.49,260.56,1151.57,14742.22,4847.63,13057
2015/09/04,6644.96,12914,5513,2716,130721.5,2072.98,1551.76,254.75,1124.55,14419.23,4720.73,12964
2015/09/08,6869.91,12710,5604,2622,121487.34,2246.44,1633.01,256.98,1170.54,14819.3,4828.34,12950
2015/09/09,6844.97,13094,5200,2997,127379.07,2165.56,1670.27,258.01,1184.61,14656.43,4769.79,13056
2015/09/10,6894.07,13016,5326,2853,125072.57,2202.34,1660.8,258.53,1183.18,14718.04,4758.06,13062
2015/09/11,6906.82,13104,5320,2859,123413.63,2231.94,1684.5,258.52,1178.07,14819.28,4719.5,13154
2015/09/14,6853.11,13080,5423,2749,124558.28,2199.01,1671.2,256.96,1151.8,14687.3,4650.5,13198
2015/09/15,6936.14,13048,5405,2767,120078.68,2288.36,1704.23,258.95,1167.06,15065.84,4732.09,13171
2015/09/16,7031.06,13101,5327,2848,117063.76,2349.71,1755.35,255.52,1197.16,15224.32,4751.27,13058
2015/09/17,6998.4,13295,5263,2917,117240,2322,1724.4,253.37,1230,15387.6,4659.6,13094
2015/09/18,6862.8,13273,5366,2803,123000,2206.8,1687.2,258.33,1216.8,15093.6,4437.6,13092
2015/09/24,6706.47,12863,5531,2631,127585,2125.42,1611.47,245.14,1158.77,14889.92,3896.6,13082
2015/09/25,6705.45,12807,5430,2728,128357.41,2127.03,1616.98,247.53,1153.95,14789.14,3875.44,13103
2015/09/28,6514.05,12881,5454,2703,137368.36,1954.7,1575.75,241.59,1121.25,14166.15,3712.72,13080
2015/09/29,6508.52,12567,5686,2474,137090.85,1956.39,1568.46,239.17,1129.05,14348.44,3716.42,13077
2015/09/30,6629.46,12557,5535,2606,129328.94,2069.98,1597.73,239.76,1150.66,14656.48,3728.84,13120
2015/10/01,6662.67,12764,5438,2695,128275.83,2088.16,1609.59,239.87,1125.04,14644.67,3614.99,13063
2015/10/02,6771.32,12799,5444,2689,122787.84,2177.57,1648.76,239.51,1129.55,14927.6,3716.01,13105
2015/10/05,6938.5,13038,5322,2811,116605.28,2305.6,1680.42,238.36,1182.92,15244.21,3861.95,13181
2015/10/06,6916.78,13303,5292,2842,117484.25,2278.74,1658.25,243.09,1183.26,14921.82,3857.62,13171
2015/10/07,6989.96,13230,5231,2908,114319.05,2329.59,1725.89,244.94,1233.81,15026.5,4019.47,13193
2015/10/08,7045.28,13265,5312,2820,111244.35,2391.6,1741.53,250.56,1236.58,15094.45,4064.77,13154
2015/10/09,7076.07,13362,5218,2920,111198.86,2401.99,1758.49,256.35,1284.59,15217.83,4081.1,13170
2015/10/13,6962.27,13339,5277,2853,112684.75,2351.89,1732.78,253.6,1232.23,15026.23,4004.44,13203
2015/10/14,6905.21,13217,5355,2768,113363.82,2299.36,1709.96,250.58,1252.47,14731.36,4198.26,13181
2015/10/15,7018.08,13190,5307,2817,108189.9,2405.14,1754.82,252.61,1278.07,14917.13,4152.83,13225
2015/10/16,7060.1,13382,5252,2876,107436.28,2447.33,1779.66,252.34,1266.06,15097.22,4172.04,13160
2015/10/19,7046.92,13446,5297,2826,107191.5,2454.53,1763.82,249.56,1247.58,15419.09,4082.12,13193
2015/10/20,7058.58,13467,5274,2850,107736.16,2450.73,1774.83,252.91,1246.34,15413.82,4165.64,13187
2015/10/21,7021.87,13461,5178,2954,109874.2,2409.8,1759.67,252.21,1243.88,15246.84,4127.48,13202
2015/10/22,7160.54,13373,5203,2925,105000.3,2545.35,1828.45,254.41,1275.69,14965.56,4243.46,13213
2015/10/26,7229.07,13740,5066,3082,102563.23,2619.18,1815.14,256.84,1250.86,15382.06,4285.38,13199
2015/10/27,7146.89,13677,5093,3049,102511.46,2589.89,1792.44,257.8,1226.28,15273.12,4128.16,13189
2015/10/28,7244.81,13593,5068,3078,99535.98,2693.04,1773.97,259.78,1242.38,15650.88,4184.87,13162
2015/10/29,7213.29,13736,5076,3068,99629.43,2690.3,1767.29,253.06,1235.53,15914.06,4198.37,13121
2015/10/30,7157.59,13781,5025,3130,100717.7,2642.78,1746.58,254.12,1220.67,15774.68,4075.75,13122
2015/11/02,7255.87,13694,5117,3015,97264.13,2738.61,1744.84,254.61,1208.71,16245.71,4163.46,13125
2015/11/04,7294.82,13787,5073,3066,97795.02,2756.98,1783.29,260.01,1226.54,16440.99,4057.67,13094
2015/11/05,7296.48,13810,5010,3144,98313.13,2750.33,1786.07,259.31,1230.89,16430.16,3977.57,13064
2015/11/06,7356.35,13777,4978,3183,99513.28,2778.49,1780.89,259.52,1225.44,16540.39,4002.7,13076
2015/11/09,7287.92,13781,4885,3302,102309.3,2700.32,1744.37,259,1207.26,16544.42,4020.92,13082
2015/11/10,7281.27,13668,4865,3329,101652.07,2716.47,1725.19,258.24,1209.23,16750.73,3910.93,13082
2015/11/11,7258.62,13649,4855,3342,102571.4,2677.91,1716.07,251.96,1205.06,16566.2,3912.45,13084
2015/11/12,7159.2,13686,4870,3322,106548.09,2565,1727.57,235.86,1178.28,16238.47,3881.83,13101
2015/11/13,7081.23,13493,4882,3305,110253.36,2478.55,1678.94,236.57,1162.63,16228.95,3950.23,13095
2015/11/16,7205.45,13350,4937,3231,105618.28,2602.58,1712.06,239.71,1186.13,16694.46,4025.2,13073
2015/11/17,7219.36,13539,4867,3321,106228.73,2599.86,1701.14,241.82,1182.65,16720.07,3917.07,13142
2015/11/18,7324.43,13613,4865,3324,101384.8,2727.5,1722.31,238.82,1169.63,17028.94,3950.3,13138
2015/11/19,7302.8,13764,4818,3388,100868.06,2702.92,1737.24,238.79,1168.4,16880.96,3969.61,13195
2015/11/20,7319.29,13717,4815,3392,99741.47,2737.21,1761.3,240,1159.04,16941.91,3842.17,13177
2015/11/24,7284.41,13670,4798,3415,99494.36,2727.52,1724,237.42,1186.09,16904.24,3863.37,13109
2015/11/25,7298.16,13584,4824,3378,99525.92,2730.52,1704.58,233.88,1170.75,17016.36,3860.77,13083
2015/11/27,7300.38,13671,4821,3381,99438.98,2743.02,1691.51,228.57,1143.64,17192.69,3814.18,13112
2015/11/30,7298.6,13664,4848,3343,100757.35,2713.12,1696.32,226.95,1139.91,17037.04,3894.88,13105
2015/12/01,7362.37,13641,4782,3435,97681.65,2786.69,1704.21,229.41,1152.52,16999.06,3909.72,13131
2015/12/02,7306.26,13713,4799,3411,100941.75,2706.57,1695.92,230.27,1119.11,16856.9,3785.01,13168
2015/12/03,7186.17,13673,4801,3408,104708.94,2580.94,1676.08,229.16,1121.88,16254.41,3804.59,13194
